PARTICIPANT_ID,TEST_SECTION_ID,SENTENCE,USER_INPUT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,1,710208728,710208792,T,84
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,2,710208872,710208952,H,72
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,3,710208968,710209072,E,69
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,4,710209136,710209232, ,32
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,5,710209296,710209416,Q,81
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,6,710209432,710209536,U,85
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,7,710209512,710209616,I,73
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,8,710209760,710209856,C,67
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,9,710209840,710209936,K,75
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,10,710210016,710210120, ,32
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,11,710210216,710210280,B,66
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,12,710210744,710210824,R,82
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,13,710210864,710210944,O,79
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,14,710210986,710211104,W,87
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,15,710211144,710211224,N,78
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,16,710211304,710211368, ,32
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,17,710211512,710211608,F,70
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,18,710211632,710211712,O,79
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,19,710212056,710212152,X,88
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,20,710212256,710212336, ,32
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,21,710213096,710213184,J,74
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,22,710213280,710213344,U,85
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,23,710213640,710213728,M,77
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,24,710213928,710214024,P,80
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,25,710214008,710214088,S,83
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,26,710214105,710214209, ,32
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,27,710214312,710214392,O,79
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,28,710214568,710214729,V,86
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,29,710214632,710214768,E,69
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,30,710214872,710214976,R,82
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,31,710214992,710215073, ,32
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,32,710215256,710215312,T,84
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,33,710215376,710215480,H,72
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,34,710215496,710215600,E,69
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,35,710215616,710215680, ,32
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,36,710215880,710215960,L,76
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,37,710215987,710216080,A,65
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,38,710216200,710216280,Z,90
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,39,710216464,710216544,Y,89
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,40,710216648,710216744, ,32
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,41,710218232,710218336,D,68
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,42,710218320,710218400,O,79
17616325218101627016,1,The quick brown fox jumps over the lazy dog,The quick brown fox jumps over the lazy dog,43,710218536,710218640,G,71
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,1,710219808,710219864,P,80
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,2,710219928,710220048,A,65
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,3,710220112,710220248,C,67
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,4,710220232,710220288,K,75
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,5,710220392,710220488, ,32
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,6,710220656,710220736,M,77
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,7,710220872,710220977,Y,89
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,8,710221056,710221160, ,32
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,9,710221240,710221320,B,66
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,10,710221536,710221616,O,79
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,11,710221640,710221744,X,88
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,12,710221760,710221864, ,32
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,13,710222040,710222160,W,87
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,14,710222120,710222224,I,73
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,15,710222368,710222448,T,84
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,16,710222544,710222609,H,72
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,17,710222928,710223008, ,32
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,18,710223128,710223208,F,70
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,19,710223248,710223328,I,73
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,20,710223536,710223656,V,86
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,21,710223592,710223736,E,69
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,22,710223752,710223856, ,32
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,23,710224000,710224096,D,68
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,24,710224240,710224320,O,79
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,25,710224336,710224504,Z,90
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,26,710224520,710224640,E,69
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,27,710224665,710224744,N,78
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,28,710224784,710224864, ,32
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,29,710226376,710226456,L,76
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,30,710226536,710226632,I,73
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,31,710226712,710226816,Q,81
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,32,710226800,710226880,U,85
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,33,710227040,710227136,O,79
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,34,710227256,710227336,R,82
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,35,710227360,710227480, ,32
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,36,710228208,710228288,J,74
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,37,710228344,710228424,U,85
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,38,710228592,710228672,G,71
17616325218101627016,2,Pack my box with five dozen liquor jugs,Pack my box with five dozen liquor jugs,39,710228648,710228728,S,83
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,1,710230002,710230056,H,72
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,2,710230320,710230424,O,79
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,3,710230440,710230544,W,87
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,4,710230584,710230680, ,32
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,5,710230808,710230928,R,82
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,6,710231104,710231224,A,65
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,7,710231408,710231528,Z,90
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,8,710231752,710231832,O,79
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,9,710231808,710231936,R,82
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,10,710232976,710233064,B,66
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,11,710233040,710233160,A,65
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,12,710233304,710233400,C,67
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,13,710233424,710233480,K,75
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,14,710233584,710233688, ,32
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,15,710233768,710233864,J,74
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,16,710233928,710234008,U,85
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,17,710234144,710234233,M,77
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,18,710234449,710234552,P,80
